Frequency (Hz)	Level (dB)
38578.125000	-120.540932
38579.589844	-122.520996
38581.054688	-119.934364
38582.519531	-119.194283
38583.984375	-136.604477
38585.449219	-117.634048
38586.914063	-115.146690
38588.378906	-115.531303
38589.843750	-121.392548
38591.308594	-118.355888
38592.773438	-128.279388
38594.238281	-118.586639
38595.703125	-121.581795
38597.167969	-121.579216
38598.632813	-120.219429
38600.097656	-122.899902
38601.562500	-125.618568
38603.027344	-118.489182
38604.492188	-118.499542
38605.957031	-123.232285
38607.421875	-129.202209
38608.886719	-125.163971
38610.351563	-119.676804
38611.816406	-117.102707
38613.281250	-119.361656
38614.746094	-117.128304
38616.210938	-118.491325
38617.675781	-122.970726
38619.140625	-124.375885
38620.605469	-121.103088
38622.070313	-120.509766
38623.535156	-125.754028
38625.000000	-117.823418
38626.464844	-123.710777
38627.929688	-117.891235
38629.394531	-118.869514
38630.859375	-126.999702
38632.324219	-130.901016
38633.789063	-123.429878
38635.253906	-125.032967
38636.718750	-124.224899
38638.183594	-125.112770
38639.648438	-120.700035
38641.113281	-121.035789
38642.578125	-127.036331
38644.042969	-121.900253
38645.507813	-120.880615
38646.972656	-119.322914
38648.437500	-115.667641
38649.902344	-116.792885
38651.367188	-132.879028
38652.832031	-118.936157
38654.296875	-115.028633
38655.761719	-117.381386
38657.226563	-120.466347
38658.691406	-114.299545
38660.156250	-117.372849
38661.621094	-120.450104
38663.085938	-121.867516
38664.550781	-122.165855
38666.015625	-123.835770
38667.480469	-121.311920
38668.945313	-124.088898
38670.410156	-120.087006
38671.875000	-117.447327
38673.339844	-119.551895
38674.804688	-127.723160
38676.269531	-124.344490
38677.734375	-120.647079
38679.199219	-115.273491
38680.664063	-114.671326
38682.128906	-119.600296
38683.593750	-120.280418
38685.058594	-117.919998
38686.523438	-118.176300
38687.988281	-119.646347
38689.453125	-118.633614
38690.917969	-120.863342
38692.382813	-116.197632
38693.847656	-113.948486
38695.312500	-116.769493
38696.777344	-120.619164
38698.242188	-120.055130
38699.707031	-119.989342
38701.171875	-118.940208
38702.636719	-118.686440
38704.101563	-120.822784
38705.566406	-122.576012
38707.031250	-131.540771
38708.496094	-119.735550
38709.960938	-115.880150
38711.425781	-119.019348
38712.890625	-126.190224
38714.355469	-125.540749
38715.820313	-134.627274
38717.285156	-128.804825
38718.750000	-126.240250
38720.214844	-120.969223
38721.679688	-122.082413
38723.144531	-123.967171
38724.609375	-121.444290
38726.074219	-130.330841
38727.539063	-126.368172
38729.003906	-121.987740
38730.468750	-120.331177
38731.933594	-122.675507
38733.398438	-123.265495
38734.863281	-124.813972
38736.328125	-127.028786
38737.792969	-128.471115
38739.257813	-120.758270
38740.722656	-120.633392
38742.187500	-119.599190
38743.652344	-119.818878
38745.117188	-119.304680
38746.582031	-121.225586
38748.046875	-128.389420
38749.511719	-124.095795
38750.976563	-118.476845
38752.441406	-114.931465
38753.906250	-115.266373
38755.371094	-117.265060
38756.835938	-119.841240
38758.300781	-122.421959
38759.765625	-119.932083
38761.230469	-127.303635
38762.695313	-121.543465
38764.160156	-126.229149
38765.625000	-123.807968
38767.089844	-117.792816
38768.554688	-116.120125
38770.019531	-117.367470
38771.484375	-117.346184
38772.949219	-117.616745
38774.414063	-114.307045
38775.878906	-115.246117
38777.343750	-120.358398
38778.808594	-120.266747
38780.273438	-120.359673
38781.738281	-120.438309
38783.203125	-120.316544
38784.667969	-117.035706
38786.132813	-121.573586
38787.597656	-131.561066
38789.062500	-124.213867
38790.527344	-119.440857
38791.992188	-119.669914
38793.457031	-119.045647
38794.921875	-118.737297
38796.386719	-121.160110
38797.851563	-123.047470
38799.316406	-120.615829
38800.781250	-119.001099
38802.246094	-120.953453
38803.710938	-123.638885
38805.175781	-124.315681
38806.640625	-123.210335
38808.105469	-124.711342
38809.570313	-123.357391
38811.035156	-126.067848
38812.500000	-117.844513
38813.964844	-117.288788
38815.429688	-120.714630
38816.894531	-115.529739
38818.359375	-115.357117
38819.824219	-117.040749
38821.289063	-119.644302
38822.753906	-124.587746
38824.218750	-122.775406
38825.683594	-123.715271
38827.148438	-122.463783
38828.613281	-123.208946
38830.078125	-118.149483
38831.542969	-114.835968
38833.007813	-118.153442
38834.472656	-117.175102
38835.937500	-123.885742
38837.402344	-121.489349
38838.867188	-132.463516
38840.332031	-124.055588
38841.796875	-119.467606
38843.261719	-119.098534
38844.726563	-120.542252
38846.191406	-118.722900
38847.656250	-120.350548
38849.121094	-117.501602
38850.585938	-112.606018
38852.050781	-115.374817
38853.515625	-127.071671
38854.980469	-119.441269
38856.445313	-113.612732
38857.910156	-112.704483
38859.375000	-112.700294
38860.839844	-118.106941
38862.304688	-117.313660
38863.769531	-118.137100
38865.234375	-118.969978
38866.699219	-117.797180
38868.164063	-118.966522
38869.628906	-121.116035
38871.093750	-116.074036
38872.558594	-118.200485
38874.023438	-115.931236
38875.488281	-120.018532
38876.953125	-123.867386
38878.417969	-120.620583
38879.882813	-120.416252
38881.347656	-119.150795
38882.812500	-119.318024
38884.277344	-129.800644
38885.742188	-121.712379
38887.207031	-122.910431
38888.671875	-116.505836
38890.136719	-119.252960
38891.601563	-123.555740
38893.066406	-120.656219
38894.531250	-119.867882
38895.996094	-119.950653
38897.460938	-119.727051
38898.925781	-119.265869
38900.390625	-117.431183
38901.855469	-118.766472
38903.320313	-119.817566
38904.785156	-118.793434
38906.250000	-120.236870
38907.714844	-117.531425
38909.179688	-125.765434
38910.644531	-116.914925
38912.109375	-117.221252
38913.574219	-127.758392
38915.039063	-118.705467
38916.503906	-117.828552
38917.968750	-116.440033
38919.433594	-122.148865
38920.898438	-119.187927
38922.363281	-118.477135
38923.828125	-114.113617
38925.292969	-113.078690
38926.757813	-115.690544
38928.222656	-117.094711
38929.687500	-117.896362
38931.152344	-117.011009
38932.617188	-119.642738
38934.082031	-115.286423
38935.546875	-111.102661
38937.011719	-116.470619
38938.476563	-122.599350
38939.941406	-132.099228
38941.406250	-113.961853
38942.871094	-109.717262
38944.335938	-111.671440
38945.800781	-115.400513
38947.265625	-115.937614
38948.730469	-110.492027
38950.195313	-107.251656
38951.660156	-108.268661
38953.125000	-113.707069
38954.589844	-121.137566
38956.054688	-111.027283
38957.519531	-103.267151
38958.984375	-104.552391
38960.449219	-108.209198
38961.914063	-105.690727
38963.378906	-106.304993
38964.843750	-104.774185
38966.308594	-109.327652
38967.773438	-109.614830
38969.238281	-108.302765
38970.703125	-108.668129
38972.167969	-107.710106
38973.632813	-109.479309
38975.097656	-113.121422
38976.562500	-112.616760
38978.027344	-116.418137
38979.492188	-116.220917
38980.957031	-111.389839
38982.421875	-117.198380
38983.886719	-115.827454
38985.351563	-116.598129
38986.816406	-117.469589
38988.281250	-118.368790
38989.746094	-122.092079
38991.210938	-118.189873
38992.675781	-113.227715
38994.140625	-115.484642
38995.605469	-125.508530
38997.070313	-131.849731
38998.535156	-120.603210
39000.000000	-116.032990
39001.464844	-117.501801
39002.929688	-117.065353
39004.394531	-118.322014
39005.859375	-119.866852
39007.324219	-122.162994
39008.789063	-124.306320
39010.253906	-119.188347
39011.718750	-119.662254
39013.183594	-121.098946
39014.648438	-119.224037
39016.113281	-120.189804
39017.578125	-129.769180
39019.042969	-121.909378
39020.507813	-121.949898
39021.972656	-123.549698
39023.437500	-122.884438
39024.902344	-123.630249
39026.367188	-123.798790
39027.832031	-121.811081
39029.296875	-122.017342
39030.761719	-113.067802
39032.226563	-113.171799
39033.691406	-115.613678
39035.156250	-116.859818
39036.621094	-115.221718
39038.085938	-113.723877
39039.550781	-116.920242
39041.015625	-119.258331
39042.480469	-117.882202
39043.945313	-117.917313
39045.410156	-119.521400
39046.875000	-114.913597
39048.339844	-114.293465
39049.804688	-115.452461
39051.269531	-114.155388
39052.734375	-117.702339
39054.199219	-127.276955
39055.664063	-121.946999
39057.128906	-115.958252
39058.593750	-115.565819
39060.058594	-112.428566
39061.523438	-114.011337
39062.988281	-114.035881
39064.453125	-114.007530
39065.917969	-119.770218
39067.382813	-120.733780
39068.847656	-118.056053
39070.312500	-121.129860
39071.777344	-121.106140
39073.242188	-116.256165
39074.707031	-121.912201
39076.171875	-114.120720
39077.636719	-115.376884
39079.101563	-116.813309
39080.566406	-122.552628
39082.031250	-117.697922
39083.496094	-116.358788
39084.960938	-118.636398
39086.425781	-122.488510
39087.890625	-119.069710
39089.355469	-116.233543
39090.820313	-118.855431
39092.285156	-121.464966
39093.750000	-115.921066
39095.214844	-114.269417
39096.679688	-125.049057
39098.144531	-119.083626
39099.609375	-130.022430
39101.074219	-117.106560
39102.539063	-113.105385
39104.003906	-113.734940
39105.468750	-121.108856
39106.933594	-122.868912
39108.398438	-118.389183
39109.863281	-121.528564
39111.328125	-124.976524
39112.792969	-117.541245
39114.257813	-117.807701
39115.722656	-120.549622
39117.187500	-120.806725
39118.652344	-116.417625
39120.117188	-116.568703
39121.582031	-116.906891
39123.046875	-117.238304
39124.511719	-117.487633
39125.976563	-121.179451
39127.441406	-119.820686
39128.906250	-117.376251
39130.371094	-118.035255
39131.835938	-123.076378
39133.300781	-122.035294
39134.765625	-119.297325
39136.230469	-118.394241
39137.695313	-119.243813
39139.160156	-117.796730
39140.625000	-111.465523
39142.089844	-112.659187
39143.554688	-121.085976
39145.019531	-121.993439
39146.484375	-119.831078
39147.949219	-116.653473
39149.414063	-114.767990
39150.878906	-116.617874
39152.343750	-118.832886
39153.808594	-118.632095
39155.273438	-117.278725
39156.738281	-127.624405
39158.203125	-125.973923
39159.667969	-117.636269
39161.132813	-114.081581
39162.597656	-118.394768
39164.062500	-118.931351
39165.527344	-120.251854
39166.992188	-119.449234
39168.457031	-123.756721
39169.921875	-118.396439
39171.386719	-115.447769
39172.851563	-119.625633
39174.316406	-120.989563
39175.781250	-121.066368
39177.246094	-120.820305
39178.710938	-117.376335
39180.175781	-114.164856
39181.640625	-117.093666
39183.105469	-120.372192
39184.570313	-119.171898
39186.035156	-119.943237
39187.500000	-121.162949
39188.964844	-119.563911
39190.429688	-120.557083
39191.894531	-123.922859
39193.359375	-119.517700
39194.824219	-120.768768
39196.289063	-122.661057
39197.753906	-125.295372
39199.218750	-129.127548
39200.683594	-120.368484
39202.148438	-118.711411
39203.613281	-120.282349
39205.078125	-115.136261
39206.542969	-113.766174
39208.007813	-114.669998
39209.472656	-119.876404
39210.937500	-119.341103
39212.402344	-123.315376
39213.867188	-120.945671
39215.332031	-126.968941
39216.796875	-121.023804
39218.261719	-118.915825
39219.726563	-118.633591
39221.191406	-118.612755
39222.656250	-117.127075
39224.121094	-116.202248
39225.585938	-118.774803
39227.050781	-116.576767
39228.515625	-121.959328
39229.980469	-120.213081
39231.445313	-118.272064
39232.910156	-118.557945
39234.375000	-119.540565
39235.839844	-130.450714
39237.304688	-116.105682
39238.769531	-117.733421
39240.234375	-121.589638
39241.699219	-117.423721
39243.164063	-123.121300
39244.628906	-121.995651
39246.093750	-119.747223
39247.558594	-125.122368
39249.023438	-126.382187
39250.488281	-124.946754
39251.953125	-116.994743
39253.417969	-114.050880
39254.882813	-115.877266
39256.347656	-128.259216
39257.812500	-126.062492
39259.277344	-125.142250
39260.742188	-121.649200
39262.207031	-121.538567
39263.671875	-117.462097
39265.136719	-116.768433
39266.601563	-121.896919
39268.066406	-120.871956
39269.531250	-121.311760
39270.996094	-118.107887
39272.460938	-119.083168
39273.925781	-123.492561
39275.390625	-124.740150
39276.855469	-123.466072
39278.320313	-118.041611
39279.785156	-119.420654
39281.250000	-122.479462
39282.714844	-120.254257
39284.179688	-118.734268
39285.644531	-119.411644
39287.109375	-126.203865
39288.574219	-121.334549
39290.039063	-116.996445
39291.503906	-118.921471
39292.968750	-123.717041
39294.433594	-121.690727
39295.898438	-123.980438
39297.363281	-124.586494
39298.828125	-119.882675
39300.292969	-115.830765
39301.757813	-115.525604
39303.222656	-116.782158
39304.687500	-118.220345
39306.152344	-118.233696
39307.617188	-117.607002
39309.082031	-119.415047
39310.546875	-123.217560
39312.011719	-122.645599
39313.476563	-121.342903
39314.941406	-121.434761
39316.406250	-120.690414
39317.871094	-120.136711
39319.335938	-120.338676
39320.800781	-122.315094
39322.265625	-131.890396
39323.730469	-121.454109
39325.195313	-116.377296
39326.660156	-116.157501
39328.125000	-119.566673
39329.589844	-123.624176
39331.054688	-122.282715
39332.519531	-118.151672
39333.984375	-115.629189
39335.449219	-114.491920
39336.914063	-115.342247
39338.378906	-117.694466
39339.843750	-118.950890
39341.308594	-118.357430
39342.773438	-122.671898
39344.238281	-118.528656
39345.703125	-120.994888
39347.167969	-121.898903
39348.632813	-123.735374
39350.097656	-118.271324
39351.562500	-115.556892
39353.027344	-120.787102
39354.492188	-127.045280
39355.957031	-125.640388
39357.421875	-121.447456
39358.886719	-118.231956
39360.351563	-122.292892
39361.816406	-119.764908
39363.281250	-118.340393
39364.746094	-118.392365
39366.210938	-121.665138
39367.675781	-123.899757
39369.140625	-123.900391
39370.605469	-127.427269
39372.070313	-123.434135
39373.535156	-121.450844
39375.000000	-121.294853
39376.464844	-114.147804
39377.929688	-117.249008
39379.394531	-122.226715
39380.859375	-116.946442
39382.324219	-115.344643
39383.789063	-122.192650
39385.253906	-121.145943
39386.718750	-131.234940
39388.183594	-128.075500
39389.648438	-120.382965
39391.113281	-117.763557
39392.578125	-119.046478
39394.042969	-118.732170
39395.507813	-119.381638
39396.972656	-121.553459
39398.437500	-124.895721
39399.902344	-121.682800
39401.367188	-120.877914
39402.832031	-117.675301
39404.296875	-115.398773
39405.761719	-120.557487
39407.226563	-119.769386
39408.691406	-115.439697
39410.156250	-116.307617
39411.621094	-119.132957
39413.085938	-119.223648
39414.550781	-120.202057
39416.015625	-123.914986
39417.480469	-119.840157
39418.945313	-118.957245
39420.410156	-119.165901
39421.875000	-118.714233
39423.339844	-117.199875
39424.804688	-116.974594
39426.269531	-117.718857
39427.734375	-121.433105
39429.199219	-116.492737
39430.664063	-117.859673
39432.128906	-118.213257
39433.593750	-117.565628
39435.058594	-116.542564
39436.523438	-120.890068
39437.988281	-128.756699
39439.453125	-118.875847
39440.917969	-117.968803
39442.382813	-118.246925
39443.847656	-118.370384
39445.312500	-123.594528
39446.777344	-121.087112
39448.242188	-118.541176
39449.707031	-118.247391
39451.171875	-119.271439
39452.636719	-122.751427
39454.101563	-120.082695
39455.566406	-120.772728
39457.031250	-116.614655
39458.496094	-116.346550
39459.960938	-120.600311
39461.425781	-116.577469
39462.890625	-115.642288
39464.355469	-117.201218
39465.820313	-116.638489
39467.285156	-121.092171
39468.750000	-122.768227
39470.214844	-122.938904
39471.679688	-122.694450
39473.144531	-119.251015
39474.609375	-120.615196
39476.074219	-121.240509
39477.539063	-118.596405
39479.003906	-119.813492
39480.468750	-123.485847
39481.933594	-117.029564
39483.398438	-116.602875
39484.863281	-116.069427
39486.328125	-115.076286
39487.792969	-120.571411
39489.257813	-118.674248
39490.722656	-118.370110
39492.187500	-124.625099
39493.652344	-123.454933
39495.117188	-120.684334
39496.582031	-120.037407
39498.046875	-117.390549
39499.511719	-116.290482
39500.976563	-118.167107
39502.441406	-121.877174
39503.906250	-119.028549
39505.371094	-116.076172
39506.835938	-114.074341
39508.300781	-115.331474
39509.765625	-117.738106
39511.230469	-121.159180
39512.695313	-124.609039
39514.160156	-117.406860
39515.625000	-115.882233
39517.089844	-116.934212
39518.554688	-124.056892
39520.019531	-123.550522
39521.484375	-119.541466
39522.949219	-121.003876
39524.414063	-118.244270
39525.878906	-119.423233
39527.343750	-120.687981
39528.808594	-116.619408
39530.273438	-117.052383
39531.738281	-120.046204
39533.203125	-119.359314
39534.667969	-120.040619
39536.132813	-118.188454
39537.597656	-117.622536
39539.062500	-120.026443
39540.527344	-127.775703
39541.992188	-119.009804
39543.457031	-118.247513
39544.921875	-120.549431
39546.386719	-118.851631
39547.851563	-120.445320
39549.316406	-123.497536
39550.781250	-125.044121
39552.246094	-120.361153
39553.710938	-118.423813
39555.175781	-115.512321
39556.640625	-117.324120
39558.105469	-131.333878
39559.570313	-122.715302
39561.035156	-124.015717
39562.500000	-120.506927
39563.964844	-117.115509
39565.429688	-120.225883
39566.894531	-118.860046
39568.359375	-120.777771
39569.824219	-124.857338
39571.289063	-128.878662
39572.753906	-119.339363
39574.218750	-121.350967
39575.683594	-125.707542
39577.148438	-127.529251
39578.613281	-127.763893
39580.078125	-122.674332
39581.542969	-117.402092
39583.007813	-118.485184
39584.472656	-118.345154
39585.937500	-117.742256
39587.402344	-116.251595
39588.867188	-117.392624
39590.332031	-121.997749
39591.796875	-129.793549
39593.261719	-122.939888
39594.726563	-120.569382
39596.191406	-123.133675
39597.656250	-116.805809
39599.121094	-122.573212
39600.585938	-124.758827
39602.050781	-126.769775
39603.515625	-121.303757
39604.980469	-119.896652
39606.445313	-121.099823
39607.910156	-119.119316
39609.375000	-120.327812
39610.839844	-117.345192
39612.304688	-117.117760
39613.769531	-120.812477
39615.234375	-120.860832
39616.699219	-122.274506
39618.164063	-118.532707
39619.628906	-124.254990
39621.093750	-116.898674
39622.558594	-119.831955
39624.023438	-119.102165
39625.488281	-121.699379
39626.953125	-133.727020
39628.417969	-126.645905
39629.882813	-126.300041
39631.347656	-121.746498
39632.812500	-123.048073
39634.277344	-126.231102
39635.742188	-123.671120
39637.207031	-118.792496
39638.671875	-121.947006
39640.136719	-121.165787
39641.601563	-121.945702
39643.066406	-123.446754
39644.531250	-124.023689
39645.996094	-127.906723
39647.460938	-117.363037
39648.925781	-116.793892
39650.390625	-120.197327
39651.855469	-123.334778
39653.320313	-119.028282
39654.785156	-118.159279
39656.250000	-117.475365
39657.714844	-122.245911
39659.179688	-117.027985
39660.644531	-121.392799
39662.109375	-121.587608
39663.574219	-117.185143
39665.039063	-118.906342
39666.503906	-118.227005
39667.968750	-115.708412
39669.433594	-120.526421
39670.898438	-123.784309
39672.363281	-119.303825
39673.828125	-122.200150
39675.292969	-118.816238
39676.757813	-118.807388
39678.222656	-118.298706
39679.687500	-117.574585
39681.152344	-120.742065
39682.617188	-127.094208
39684.082031	-122.791840
39685.546875	-119.630714
39687.011719	-117.498390
39688.476563	-115.065720
39689.941406	-115.466576
39691.406250	-119.936523
39692.871094	-119.474121
39694.335938	-121.870628
39695.800781	-121.134033
39697.265625	-116.528114
39698.730469	-116.849800
39700.195313	-119.555351
39701.660156	-115.755814
39703.125000	-114.342812
39704.589844	-114.778221
39706.054688	-120.961899
39707.519531	-118.644310
39708.984375	-117.984489
39710.449219	-117.615074
39711.914063	-118.199493
39713.378906	-115.289200
39714.843750	-118.232948
39716.308594	-123.425346
39717.773438	-120.316826
39719.238281	-119.245293
39720.703125	-114.994789
39722.167969	-114.813034
39723.632813	-113.958092
39725.097656	-114.137878
39726.562500	-115.895714
39728.027344	-113.231613
39729.492188	-114.307724
39730.957031	-116.415253
39732.421875	-122.726082
39733.886719	-118.646507
39735.351563	-119.033943
39736.816406	-120.055168
39738.281250	-124.319809
39739.746094	-122.212112
39741.210938	-122.466957
39742.675781	-124.151283
39744.140625	-119.937279
39745.605469	-122.301224
39747.070313	-123.705956
39748.535156	-117.756844
39750.000000	-118.682022
39751.464844	-114.135559
39752.929688	-118.049294
39754.394531	-118.563362
39755.859375	-114.030533
39757.324219	-114.074028
39758.789063	-117.447739
39760.253906	-119.863228
39761.718750	-112.658379
39763.183594	-120.941689
39764.648438	-119.759880
39766.113281	-119.523247
39767.578125	-117.249664
39769.042969	-115.033989
39770.507813	-116.580536
39771.972656	-118.964653
39773.437500	-119.302238
39774.902344	-125.410934
39776.367188	-120.400589
39777.832031	-115.651413
39779.296875	-120.580475
39780.761719	-122.215378
39782.226563	-119.738686
39783.691406	-116.844879
39785.156250	-115.001213
39786.621094	-114.823921
39788.085938	-117.584877
39789.550781	-117.103546
39791.015625	-119.576408
39792.480469	-122.358337
39793.945313	-123.774689
39795.410156	-122.889175
39796.875000	-117.419441
39798.339844	-120.296257
39799.804688	-122.751030
39801.269531	-119.969078
39802.734375	-125.177841
39804.199219	-116.824738
39805.664063	-118.391998
39807.128906	-116.726326
39808.593750	-114.233711
39810.058594	-116.944374
39811.523438	-119.399277
39812.988281	-122.251282
39814.453125	-119.971230
39815.917969	-118.190636
39817.382813	-121.253052
39818.847656	-116.388977
39820.312500	-113.351891
39821.777344	-112.804291
39823.242188	-119.017159
39824.707031	-117.300285
39826.171875	-117.018478
39827.636719	-130.879913
39829.101563	-120.680542
39830.566406	-116.107666
39832.031250	-114.965424
39833.496094	-119.147850
39834.960938	-116.748909
39836.425781	-120.693733
39837.890625	-125.177292
39839.355469	-128.212433
39840.820313	-128.796036
39842.285156	-123.172928
39843.750000	-123.049713
39845.214844	-124.789032
39846.679688	-127.262810
39848.144531	-115.418579
39849.609375	-116.052177
39851.074219	-120.671104
39852.539063	-120.211006
39854.003906	-116.630020
39855.468750	-112.266647
39856.933594	-113.326820
39858.398438	-122.720406
39859.863281	-114.920326
39861.328125	-109.925247
39862.792969	-110.646469
39864.257813	-115.650955
39865.722656	-113.293457
39867.187500	-113.588448
39868.652344	-115.766930
39870.117188	-115.465889
39871.582031	-114.957191
39873.046875	-119.227074
39874.511719	-117.004585
39875.976563	-114.636078
39877.441406	-120.546951
39878.906250	-116.051262
39880.371094	-116.700752
39881.835938	-127.744339
39883.300781	-119.294312
39884.765625	-120.440575
39886.230469	-123.988251
39887.695313	-122.339890
39889.160156	-118.236931
39890.625000	-122.210121
39892.089844	-116.005463
39893.554688	-117.732071
39895.019531	-113.484985
39896.484375	-117.938950
39897.949219	-116.494148
39899.414063	-116.128235
39900.878906	-112.942375
39902.343750	-116.697098
39903.808594	-123.141418
39905.273438	-132.543701
39906.738281	-121.018417
39908.203125	-122.815552
39909.667969	-121.239029
39911.132813	-117.015488
39912.597656	-114.993843
39914.062500	-123.004814
39915.527344	-120.346260
39916.992188	-117.716209
39918.457031	-113.262939
39919.921875	-115.315849
39921.386719	-116.104263
39922.851563	-113.786903
39924.316406	-117.516785
39925.781250	-119.959320
39927.246094	-124.025917
39928.710938	-121.341850
39930.175781	-118.979317
39931.640625	-117.559555
39933.105469	-118.709938
39934.570313	-116.725235
39936.035156	-114.759811
39937.500000	-112.902290
39938.964844	-114.111595
39940.429688	-118.172775
39941.894531	-119.142334
39943.359375	-114.892189
39944.824219	-114.738991
39946.289063	-113.520454
39947.753906	-110.536385
39949.218750	-112.751923
39950.683594	-109.598473
39952.148438	-108.044121
39953.613281	-110.530983
39955.078125	-107.794640
39956.542969	-105.914688
39958.007813	-109.971558
39959.472656	-103.955620
39960.937500	-103.507286
39962.402344	-98.979034
39963.867188	-101.034142
39965.332031	-103.943787
39966.796875	-100.650017
39968.261719	-111.347923
39969.726563	-104.135712
39971.191406	-109.554298
39972.656250	-108.161476
39974.121094	-109.741341
39975.585938	-114.056244
39977.050781	-115.777412
39978.515625	-113.762032
39979.980469	-121.268402
39981.445313	-116.212982
39982.910156	-115.972076
39984.375000	-115.159019
39985.839844	-118.324196
39987.304688	-115.345146
39988.769531	-117.855255
39990.234375	-114.803047
39991.699219	-113.600876
39993.164063	-115.850327
39994.628906	-119.584442
39996.093750	-120.812263
39997.558594	-125.609596
39999.023438	-122.817802
40000.488281	-115.201881
40001.953125	-116.562416
40003.417969	-123.529358
40004.882813	-118.844528
40006.347656	-119.419762
40007.812500	-120.601135
40009.277344	-123.257942
40010.742188	-121.891930
40012.207031	-115.955940
40013.671875	-120.171432
40015.136719	-118.023811
40016.601563	-116.817299
40018.066406	-123.197029
40019.531250	-120.212608
40020.996094	-117.605209
40022.460938	-119.237823
40023.925781	-118.627357
40025.390625	-117.279869
40026.855469	-120.636353
40028.320313	-120.928078
40029.785156	-123.219086
40031.250000	-119.460808
40032.714844	-126.878571
40034.179688	-117.269577
40035.644531	-113.782104
40037.109375	-114.812897
40038.574219	-127.803459
40040.039063	-121.899765
40041.503906	-120.346771
40042.968750	-120.500847
40044.433594	-122.233879
40045.898438	-125.888451
40047.363281	-123.247215
40048.828125	-121.152641
40050.292969	-118.628517
40051.757813	-118.378647
40053.222656	-120.230972
40054.687500	-119.231956
40056.152344	-120.675705
40057.617188	-124.780151
40059.082031	-117.354813
40060.546875	-114.194283
40062.011719	-112.496269
40063.476563	-113.977432
40064.941406	-122.576065
40066.406250	-118.072235
40067.871094	-123.562721
40069.335938	-115.636665
40070.800781	-113.479790
40072.265625	-114.141510
40073.730469	-117.581337
40075.195313	-123.963310
40076.660156	-117.777954
40078.125000	-117.285912
40079.589844	-118.674187
40081.054688	-117.128929
40082.519531	-115.986427
40083.984375	-113.895782
40085.449219	-115.106026
40086.914063	-126.552666
40088.378906	-118.181671
40089.843750	-118.826782
40091.308594	-117.972588
40092.773438	-116.489326
40094.238281	-116.817612
40095.703125	-129.104568
40097.167969	-116.899086
40098.632813	-122.939308
40100.097656	-123.344772
40101.562500	-116.204811
40103.027344	-113.957504
40104.492188	-118.303879
40105.957031	-120.735992
40107.421875	-118.571419
40108.886719	-118.371361
40110.351563	-119.326469
40111.816406	-118.176292
40113.281250	-115.709824
40114.746094	-118.989990
40116.210938	-123.316422
40117.675781	-121.844391
40119.140625	-123.305656
40120.605469	-123.726898
40122.070313	-119.446259
40123.535156	-124.640442
40125.000000	-122.083977
40126.464844	-122.441284
40127.929688	-121.018562
40129.394531	-120.454338
40130.859375	-126.811104
40132.324219	-121.975410
40133.789063	-120.494263
40135.253906	-118.741180
40136.718750	-118.534233
40138.183594	-117.615166
40139.648438	-119.031822
40141.113281	-121.307976
40142.578125	-115.943863
40144.042969	-114.933617
40145.507813	-119.917488
40146.972656	-124.474510
40148.437500	-122.684204
40149.902344	-125.695518
40151.367188	-119.596802
40152.832031	-119.810638
40154.296875	-117.312645
40155.761719	-112.031174
40157.226563	-116.935013
40158.691406	-120.279610
40160.156250	-120.008255
40161.621094	-118.017601
40163.085938	-116.819145
40164.550781	-121.503967
40166.015625	-121.151955
40167.480469	-117.246414
40168.945313	-116.259445
40170.410156	-118.766167
40171.875000	-112.872719
40173.339844	-115.875786
40174.804688	-118.768456
40176.269531	-118.459373
40177.734375	-116.802528
40179.199219	-115.338593
40180.664063	-116.270218
40182.128906	-119.381714
40183.593750	-121.259743
40185.058594	-116.441124
40186.523438	-117.349030
40187.988281	-120.917862
40189.453125	-123.322540
40190.917969	-120.531448
40192.382813	-119.251709
40193.847656	-121.450027
40195.312500	-122.944618
40196.777344	-121.200775
40198.242188	-120.604027
40199.707031	-123.700874
40201.171875	-124.317024
40202.636719	-130.481171
40204.101563	-124.462944
40205.566406	-117.704010
40207.031250	-120.822067
40208.496094	-119.820740
40209.960938	-114.280510
40211.425781	-113.661316
40212.890625	-113.435524
40214.355469	-116.353409
40215.820313	-113.394531
40217.285156	-112.674202
40218.750000	-114.641281
40220.214844	-116.856133
40221.679688	-114.999741
40223.144531	-114.935760
40224.609375	-114.304268
40226.074219	-115.394646
40227.539063	-126.897255
40229.003906	-121.893387
40230.468750	-122.230721
40231.933594	-123.467651
40233.398438	-124.234100
40234.863281	-121.770035
40236.328125	-122.197624
40237.792969	-126.963623
40239.257813	-124.162628
40240.722656	-123.280472
40242.187500	-122.673798
40243.652344	-119.231789
40245.117188	-117.722031
40246.582031	-116.708862
40248.046875	-118.246208
40249.511719	-125.617554
40250.976563	-120.033310
40252.441406	-120.510452
40253.906250	-115.918404
40255.371094	-114.064217
40256.835938	-113.851875
40258.300781	-119.855850
40259.765625	-122.245171
40261.230469	-119.903732
40262.695313	-126.054474
40264.160156	-130.838104
40265.625000	-122.047005
40267.089844	-120.649231
40268.554688	-119.048622
40270.019531	-115.428757
40271.484375	-116.871056
40272.949219	-120.090782
40274.414063	-116.702637
40275.878906	-118.281174
40277.343750	-118.978172
40278.808594	-126.499222
40280.273438	-118.195129
40281.738281	-118.700058
40283.203125	-114.689140
